date,return
2024-01-03,-0.0
2024-01-04,-0.0
2024-01-05,-0.0013782685172146337
2024-01-08,0.006043673945969941
2024-01-09,-0.0005658331577232389
2024-01-10,0.0014178335040629375
2024-01-11,-0.0008056393845231602
2024-01-12,0.0004445944811082847
2024-01-16,-0.003079329333691233
2024-01-17,-0.0012933753333493614
2024-01-18,0.008142702617773168
2024-01-19,0.003883258020571878
2024-01-22,0.003040786919919769
2024-01-23,0.0016633105313512697
2024-01-24,-0.0008709379224433322
2024-01-25,-0.00042418793973350577
2024-01-26,-0.002253213281699473
2024-01-29,-0.0008964623570016927
2024-01-30,-0.0048114712628469225
2024-01-31,-0.004839375727916956
2024-02-01,0.003335181097638973
2024-02-02,-0.0013513304823390693
2024-02-05,0.0024616933610627223
2024-02-06,0.0021579075505612777
2024-02-07,0.0001452665126939201
2024-02-08,-0.001438663880994312
2024-02-09,0.0010234478312222683
2024-02-12,-0.0022504274471722985
2024-02-13,-0.0028185804830960504
2024-02-14,-0.0012024469382912462
2024-02-15,-0.0003936861907622158
2024-02-16,-0.0021076025917310948
2024-02-20,-0.0010284495656262549
2024-02-21,0.0010464917982189181
2024-02-22,0.0028109790611287044
2024-02-23,-0.0025085100759198453
2024-02-26,-0.001862834106880762
2024-02-27,0.002028589325520913
2024-02-28,-0.0016563321889711546
2024-02-29,-0.0009232918103332655
2024-03-01,-0.00150758944794821
2024-03-04,-0.006345353586217017
2024-03-05,-0.014595396585207185
2024-03-06,-0.0029391394390332337
2024-03-07,-0.0003547676609000905
2024-03-08,0.005118282248848693
2024-03-11,0.005915817727331962
2024-03-12,0.001389296302799048
2024-03-13,-0.006061223710876196
2024-03-14,0.005463580035663496
2024-03-15,-0.0010982497935659308
2024-03-18,0.0031862035875793726
2024-03-19,0.006792584465497242
2024-03-20,0.007354498007480226
2024-03-21,-0.020428695480931625
2024-03-22,0.0026550964667961807
2024-03-25,-0.004150096042229934
2024-03-26,-0.0033363904433783564
2024-03-27,0.010606347216827738
2024-03-28,-0.00527956342092234
